track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url
nurburgring,1993-06-13,28,Porsche 911 Carrera - Porsche,11,Class 1,,Closed bodywork,Rear-engined,Harald Weiland (D)/Matthias Weiland (D)/Ralf Weiner/Klaus Hesse,NA,NA,NA,NA,NA,Porsche,911 Carrera,NA,Result: 11th (5 laps behind the winner)Grid:,11th (5 laps behind the winner)Grid:,finished,NA,NA,5 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA
nurburgring,1993-06-13,36,Porsche 911 Carrera - Porsche,12,Class 1,,Closed bodywork,Rear-engined,Carl Mühlberger/Reinhold Schelle/Wolfgang Destree (D),NA,NA,NA,NA,NA,Porsche,911 Carrera,NA,Result: 12th (5 laps behind the winner)Grid:,12th (5 laps behind the winner)Grid:,finished,NA,NA,5 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA
nurburgring,1993-06-13,6,Porsche 911 Carrera - Porsche,13,Class 1,Mühlbauer Motorsport,Closed bodywork,Rear-engined,Stefan Oberndorfer (D)/Arnold Mattschull (D)/Alexander Mattschull (D)/André Ahrlé (D),NA,NA,NA,NA,NA,Porsche,911 Carrera,NA,Result: 13th (6 laps behind the winner)Grid:,13th (6 laps behind the winner)Grid:,finished,NA,NA,6 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA
nurburgring,1993-06-13,144,BMW M3 - BMW,14,Class 7,Autohaus K.O.K GmbH,Closed bodywork,Front-engined,Johannes Scheid (D)/Hans Widmann (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 14th 1st in Class 7 (7 laps behind the winner)Grid:,14th 1st in Class 7 (7 laps behind the winner)Grid:,finished,NA,NA,7 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,142,BMW M3 - BMW,15,Class 7,,Closed bodywork,Front-engined,Franz Brenauer/Manfred Anspann (D)/Johannes Schaumberger,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 15th (7 laps behind the winner)Grid:,15th (7 laps behind the winner)Grid:,finished,NA,NA,7 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,48,BMW M3 - BMW,16,Class 2,BMW Hammer & Co.,Closed bodywork,Front-engined,Walter Prüser (D)/Rolf Jansen/Friedhelm Coenen (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 16th (7 laps behind the winner)Grid:,16th (7 laps behind the winner)Grid:,finished,NA,NA,7 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,47,BMW M3 - BMW,17,Class 2,Auto Maass BMW-Team,Closed bodywork,Front-engined,Kurt König (D)/Carsten Struwe (D)/Walter Weitzel/Rainer Dippelhofer,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 17th (7 laps behind the winner)Grid:,17th (7 laps behind the winner)Grid:,finished,NA,NA,7 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,10,Audi S2 Coupé - Audi,18,Class 1,,-,-,Christian Langreuther/Franz-Rudolf Wilbert/Gregor Schulte/Friedrich Ney,NA,NA,NA,NA,NA,Audi,S2,Coupé,Result: 18th (8 laps behind the winner)Grid:,18th (8 laps behind the winner)Grid:,finished,NA,NA,8 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/S2.html,https://www.racingsportscars.com/suffix/photo/Audi/S2/Coup%c3%a9.html
nurburgring,1993-06-13,59,BMW M3 - BMW,19,Class 2,Bychl Euroracing,Closed bodywork,Front-engined,Robert Walterscheid-Müller (D)/Miloš Bychl (CS)/Jochen Felder (D)/Otto Rensing (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 19th (8 laps behind the winner)Grid:,19th (8 laps behind the winner)Grid:,finished,NA,NA,8 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,44,BMW 325i - BMW,20,Class 2,Udo Schneider Motorsport,-,-,Carl Reh/Ingo Jeleniowski (D)/Meinhard Rittmeier/Andy Middendorf (D),NA,NA,NA,NA,NA,BMW,325i,NA,Result: 20th (8 laps behind the winner)Grid:,20th (8 laps behind the winner)Grid:,finished,NA,NA,8 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,NA
nurburgring,1993-06-13,24,Porsche 911 Carrera - Porsche,21,Class 1,,Closed bodywork,Rear-engined,Manfred Dolata/Axel Göbel/Peter John (D),NA,NA,NA,NA,NA,Porsche,911 Carrera,NA,Result: 21st (10 laps behind the winner)Grid:,21st (10 laps behind the winner)Grid:,finished,NA,NA,10 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA
nurburgring,1993-06-13,25,Porsche 964 - Porsche,22,Class 1,,Closed bodywork,Rear-engined,Roger Müller (CH)/Harry Weishaupt/Detlef Hübner (D),NA,NA,NA,NA,NA,Porsche,964,NA,Result: 22nd (10 laps behind the winner)Grid:,22nd (10 laps behind the winner)Grid:,finished,NA,NA,10 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964.html,NA
nurburgring,1993-06-13,114,Honda Civic - Honda,23,Class 4,Seikel Motorsport,-,-,Fred Rosterg (D)/Peter Seikel (D)/Lothar Schörg (A)/Wolf-Dieter Feuerlein (D),NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 23rd 1st in Class 4 (10 laps behind the winner)Grid:,23rd 1st in Class 4 (10 laps behind the winner)Grid:,finished,NA,NA,10 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
nurburgring,1993-06-13,18,Porsche 964 - Porsche,24,Class 1,Derichs Rennwagen,Closed bodywork,Rear-engined,Wido Rössler (D)/Uwe Reich (D)/Günter Classen/Erwin Derichs (D),NA,NA,NA,NA,NA,Porsche,964,NA,Result: 24th (10 laps behind the winner)Grid:,24th (10 laps behind the winner)Grid:,finished,NA,NA,10 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964.html,NA
nurburgring,1993-06-13,57,BMW M3 - BMW,25,Class 2,Renngemeinschaft Bergisch Gladbach,Closed bodywork,Front-engined,Werner Felder (D)/Fritz Möller (D)/Rudolf Sazma/Georg Severich (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 25th (10 laps behind the winner)Grid:,25th (10 laps behind the winner)Grid:,finished,NA,NA,10 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,23,Porsche 911 Carrera - Porsche,26,Class 1,MSC Bergstadt-Rüthen,Closed bodywork,Rear-engined,Heiner Steinbrecher/Olaf Lang/Franz Konrad (A)/Örnulf Wirdheim (S),NA,NA,NA,NA,NA,Porsche,911 Carrera,NA,Result: 26th (11 laps behind the winner)Grid:,26th (11 laps behind the winner)Grid:,finished,NA,NA,11 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA
nurburgring,1993-06-13,42,BMW 325i - BMW,27,Class 2,FINA Tankstellen Team Vogelsang,-,-,Mario Merten (D)/Philippe Siffert (CH)/Mike Strotmann/Sabine Schmitz (D),NA,NA,NA,NA,NA,BMW,325i,NA,Result: 27th (11 laps behind the winner)Grid:,27th (11 laps behind the winner)Grid:,finished,NA,NA,11 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,NA
nurburgring,1993-06-13,33,Porsche 964 - Porsche,28,Class 1,Porsche Club Wien,Closed bodywork,Rear-engined,Thomas Gruber/Alfred Gramsel (A)/Günther Spindler/Manfred Glössel,NA,NA,NA,NA,NA,Porsche,964,NA,Result: 28th (11 laps behind the winner)Grid:,28th (11 laps behind the winner)Grid:,finished,NA,NA,11 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964.html,NA
nurburgring,1993-06-13,41,BMW M3 - BMW,29,Class 2,,Closed bodywork,Front-engined,Andreas Bayer/Robert Bayer/Lothar Ammeloux,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 29th (11 laps behind the winner)Grid:,29th (11 laps behind the winner)Grid:,finished,NA,NA,11 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,9,Audi Coupé - Audi,30,Class 1,,-,-,Franz-Rudolf Wilbert/Reinhold Mölig (D)/Thomas Voigt/Jürgen Hohenester (D),NA,NA,NA,NA,NA,Audi,Coupé,NA,Result: 30th (11 laps behind the winner)Grid:,30th (11 laps behind the winner)Grid:,finished,NA,NA,11 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/Coup%c3%a9.html,NA
nurburgring,1993-06-13,155,Opel Astra 16V - Opel,31,Class 8,Kreis Opel Sport,-,-,Jürgen Baumgarten/Jürgen Fritzsche (D)/Wolfgang Kudrass (D),NA,NA,NA,NA,NA,Opel,Astra,16V,Result: 31st 1st in Class 8 (12 laps behind the winner)Grid:,31st 1st in Class 8 (12 laps behind the winner)Grid:,finished,NA,NA,12 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/16V.html
nurburgring,1993-06-13,92,Opel Astra 16V - Opel,32,Class 3,Lauderbach Motorsport,-,-,"Thomas Marschall/Friedrich Scholl (D)/Franz-Josef Bröhling, Jr. (D)/Franz-Josef Bröhling (D)",NA,NA,NA,NA,NA,Opel,Astra,16V,Result: 32nd 1st in Class 3 (12 laps behind the winner)Grid:,32nd 1st in Class 3 (12 laps behind the winner)Grid:,finished,NA,NA,12 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/16V.html
nurburgring,1993-06-13,37,Porsche 911 Carrera - Porsche,33,Class 1,,Closed bodywork,Rear-engined,Romain Wolff (L)/Jean-Marie Dumont (L)/Nico Demuth (L)/John Lagodny (L),NA,NA,NA,NA,NA,Porsche,911 Carrera,NA,Result: 33rd (12 laps behind the winner)Grid:,33rd (12 laps behind the winner)Grid:,finished,NA,NA,12 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA
nurburgring,1993-06-13,182,Honda Civic - Honda,34,Class 9,MSC Ruhr Blitz Bochum,-,-,Peter Look/André Look/Dino Drössiger (D)/Heinz-Josef Bermes (D),NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 34th 1st in Class 9 (13 laps behind the winner)Grid:,34th 1st in Class 9 (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
nurburgring,1993-06-13,154,Peugeot 309 GTi - Peugeot,35,Class 8,Schirra Motoring,-,-,Joachim Schirra (D)/Jürgen Weis (D)/Andreas Mattheis (BR),NA,NA,NA,NA,NA,Peugeot,309,GTi,Result: 35th (13 laps behind the winner)Grid:,35th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Peugeot.html,https://www.racingsportscars.com/type/photo/Peugeot/309.html,https://www.racingsportscars.com/suffix/photo/Peugeot/309/GTi.html
nurburgring,1993-06-13,181,Honda Civic - Honda,36,Class 9,MSC Ruhr Blitz Bochum,-,-,Dino Drössiger (D)/Heinz-Josef Bermes (D)/Gerd Holtkamp (D)/Peter Look,NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 36th (13 laps behind the winner)Grid:,36th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
nurburgring,1993-06-13,146,BMW M3 - BMW,37,Class 7,,Closed bodywork,Front-engined,Michael Tischner (D)/Matthias Tischner (D)/Traudl Klink/Stefan Neuberger (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 37th (13 laps behind the winner)Grid:,37th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,104,Honda Civic - Honda,38,Class 4,,-,-,Wilfried Schmitz (D)/Bernd Degner (D)/Bernd Viebranz (D),NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 38th (13 laps behind the winner)Grid:,38th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
nurburgring,1993-06-13,168,Renault Clio - Renault,39,Class 8,AMC Diepholz,-,-,Nikolaus Arkenau (D)/Hubert Jahn (D)/Jörg Chmiela (D)/Christian Menzel (D),NA,NA,NA,NA,NA,Renault,Clio,NA,Result: 39th (13 laps behind the winner)Grid:,39th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,NA
nurburgring,1993-06-13,78,Opel Astra 16V - Opel,40,Class 3,Mühlner Motorsport GmbH,-,-,Rüdiger Brüggenkamp/Christian Wolf/Jörg Seidel (D),NA,NA,NA,NA,NA,Opel,Astra,16V,Result: 40th (13 laps behind the winner)Grid:,40th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/16V.html
nurburgring,1993-06-13,11,Ford Escort Cosworth - Ford,41,Class 1,(I),Closed bodywork,Front-engined,Maurizio Lusuardi (I)/Giovanni Bottazzi/Giorgio Cerciello (I)/Giorbaldo Braro,NA,NA,NA,NA,NA,Ford,Escort,Cosworth,Result: 41st (13 laps behind the winner)Grid:,41st (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Escort.html,https://www.racingsportscars.com/suffix/photo/Ford/Escort/Cosworth.html
nurburgring,1993-06-13,22,Porsche 911 Carrera - Porsche,42,Class 1,Bernt Motorsport GmbH,Closed bodywork,Rear-engined,Sandro Angelastri (CH)/Nicola Bardelle/Rolf Kuhn (CH),NA,NA,NA,NA,NA,Porsche,911 Carrera,NA,Result: 42nd (13 laps behind the winner)Grid:,42nd (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,NA
nurburgring,1993-06-13,40,BMW M3 - BMW,43,Class 2,Dobersch Gerüstbau GmbH & Co.,Closed bodywork,Front-engined,Jürgen Meyer (D)/Olaf Böhm/Gerd Dobersch,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 43rd (13 laps behind the winner)Grid:,43rd (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,46,BMW M3 - BMW,44,Class 2,,Closed bodywork,Front-engined,Peter A. Maurer/Nikolaus Hajmassy/Arthur Brauss/Johannes Vogel,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 44th (13 laps behind the winner)Grid:,44th (13 laps behind the winner)Grid:,finished,NA,NA,13 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
nurburgring,1993-06-13,94,Opel Astra - Opel,45,Class 3,Auto Hirt,-,-,Lothar Fassnacht/Josef Seidel/Roland Stern,NA,NA,NA,NA,NA,Opel,Astra,NA,Result: 45th (14 laps behind the winner)Grid:,45th (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,NA
nurburgring,1993-06-13,43,BMW 325i - BMW,46,Class 2,Udo Schneider Motorsport,-,-,Karl Senne (D)/Rainer Braun (D)/Peter Wyss (CH)/Michael Droste,NA,NA,NA,NA,NA,BMW,325i,NA,Result: 46th (14 laps behind the winner)Grid:,46th (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,NA
nurburgring,1993-06-13,68,VW Golf GTI - VW,47,Class 3,,-,-,Thomas Böhm/Hans Mühlenz/Wilfried Selbach/Ralf Simmel,NA,NA,NA,NA,NA,VW,Golf,GTI,Result: 47th (14 laps behind the winner)Grid:,47th (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/GTI.html
