year,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url
1991,221,Porsche 911 Carrera 2 - Porsche,11,Class 11,Bergmeister Sport Audi-VW (D),Closed bodywork,Rear-engined,Willi Bergmeister (D)/Max-Günter Bobach/Jürgen Barth (D)/Wolfgang Destree (D),NA,NA,NA,NA,NA,Porsche,911 Carrera,2,Result: 11th (14 laps behind the winner)Grid:,11th (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/2.html
1991,47,VW Golf GTI - VW,12,Class 3,,-,-,Michael Dernedde/Florian Billen/Ralf Feigenspan/Thomas Böhm,NA,NA,NA,NA,NA,VW,Golf,GTI,Result: 12th 1st in Class 3 (14 laps behind the winner)Grid:,12th 1st in Class 3 (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/GTI.html
1991,7,Ford Sierra Cosworth 4x4 - Ford,13,Class 1,Cartun Motorsport,-,-,Thomas Beyer/Arno Wester (D)/Stefan Schlesack (D)/Kalli Hufstadt (D),NA,NA,NA,NA,NA,Ford,Sierra,Cosworth 4x4,Result: 13th 1st in Class 1 (14 laps behind the winner)Grid:,13th 1st in Class 1 (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Sierra.html,https://www.racingsportscars.com/suffix/photo/Ford/Sierra/Cosworth%204x4.html
1991,219,Porsche 911 Carrera 2 - Porsche,14,Class 11,Porsche AG,Closed bodywork,Rear-engined,Johnny Unser (USA)/Robby Unser (USA)/Elliot Forbes-Robinson (USA)/Roland Kußmaul (D),NA,NA,NA,NA,NA,Porsche,911 Carrera,2,Result: 14th (14 laps behind the winner)Grid:,14th (14 laps behind the winner)Grid:,finished,NA,NA,14 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/2.html
1991,68,Honda Civic - Honda,15,Class 4,Seikel Motorsport,-,-,Fred Rosterg (D)/Lothar Schörg (A)/Peter Seikel (D),NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 15th 1st in Class 4 (15 laps behind the winner)Grid:,15th 1st in Class 4 (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
1991,104,Nissan Skyline - Nissan,16,Class 6,Team Zexel,-,-,Takayuki Kinoshita (J)/Dirk Schoysman (B)/Georg Weber (D),NA,NA,NA,NA,NA,Nissan,Skyline,NA,Result: 16th 1st in Class 6 (15 laps behind the winner)Grid:,16th 1st in Class 6 (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Nissan.html,https://www.racingsportscars.com/type/photo/Nissan/Skyline.html,NA
1991,167,Opel Kadett GSi - Opel,17,Class 8,Mühlner Motorsport GmbH,Closed bodywork,Front-engined,Frank Kattenhoefer/Rüdiger Brüggenkamp/Klaus Assmuth (D),NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 17th 1st in Class 8 (15 laps behind the winner)Grid:,17th 1st in Class 8 (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
1991,127,BMW M3 - BMW,18,Class 7,Sachs Sporting,Closed bodywork,Front-engined,Karl-Heinz Wlazik (D)/Ulli Richter (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 18th (15 laps behind the winner)Grid:,18th (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
1991,150,Opel Kadett GSi - Opel,19,Class 8,Honert Mantzel Team,Closed bodywork,Front-engined,Heinz-Otto Fritzsche (D)/Jürgen Fritzsche (D)/Roland Senge/Wolfgang Kudrass (D),NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 19th (15 laps behind the winner)Grid:,19th (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
1991,50,Opel Calibra GSi - Opel,20,Class 3,Kissling Motorsport,Closed bodywork,Front-engined,Lutz-Wilhelm Höhl/Reinhold Mölig (D)/Wolfgang Haugg (D),NA,NA,NA,NA,NA,Opel,Calibra,GSi,Result: 20th (15 laps behind the winner)Grid:,20th (15 laps behind the winner)Grid:,finished,NA,NA,15 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Calibra.html,https://www.racingsportscars.com/suffix/photo/Opel/Calibra/GSi.html
1991,31,BMW M3 - BMW,21,Class 2,MSC Westerkappeln,Closed bodywork,Front-engined,Jürgen Meyer (D)/Olaf Böhm/Günther Schulze-Ardey,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 21st (16 laps behind the winner)Grid:,21st (16 laps behind the winner)Grid:,finished,NA,NA,16 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
1991,209,Porsche 911 Carrera 2 - Porsche,22,Class 11,,Closed bodywork,Rear-engined,Ralf Weiner/Edgar Dören (D)/Hermann Tilke (D),NA,NA,NA,NA,NA,Porsche,911 Carrera,2,Result: 22nd (17 laps behind the winner)Grid:,22nd (17 laps behind the winner)Grid:,finished,NA,NA,17 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/911%20Carrera.html,https://www.racingsportscars.com/suffix/photo/Porsche/911%20Carrera/2.html
1991,86,Honda Civic - Honda,23,Class 4,B&M Racing Team,-,-,Karl-Ernst Brune (D)/Willi Odermatt (D)/Jörg Totz,NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 23rd (17 laps behind the winner)Grid:,23rd (17 laps behind the winner)Grid:,finished,NA,NA,17 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
1991,67,Honda Civic - Honda,24,Class 4,Seikel Motorsport,-,-,Stanislao de Angelis (I)/Martin Gillessen (B),NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 24th (17 laps behind the winner)Grid:,24th (17 laps behind the winner)Grid:,finished,NA,NA,17 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
1991,59,Opel Kadett GSi - Opel,25,Class 3,Honert Mantzel Team,Closed bodywork,Front-engined,Jürgen Baumgarten/Wilhelm Hahne (D)/Marco Werner (D),NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 25th (17 laps behind the winner)Grid:,25th (17 laps behind the winner)Grid:,finished,NA,NA,17 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
1991,20,BMW M3 - BMW,26,Class 2,Auto Budde Team Fina Tankstellen,Closed bodywork,Front-engined,Udo Schneider (D)/Heinz Wirth (CH)/Christian Langreuther,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 26th (18 laps behind the winner)Grid:,26th (18 laps behind the winner)Grid:,finished,NA,NA,18 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
1991,146,Opel Kadett GSi - Opel,27,Class 8,Kreis Opel Sport,Closed bodywork,Front-engined,Bernd Michel/Jürgen Schäfer/Thomas Küber/Friedrich Wegerer (A),NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 27th (18 laps behind the winner)Grid:,27th (18 laps behind the winner)Grid:,finished,NA,NA,18 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
1991,122,Ford Sierra Cosworth - Ford,28,Class 6,Rudi Seher Motorsport,-,-,Rudi Seher (D)/Harald Becker (D)/Andreas Bayer,NA,NA,NA,NA,NA,Ford,Sierra,Cosworth,Result: 28th (19 laps behind the winner)Grid:,28th (19 laps behind the winner)Grid:,finished,NA,NA,19 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Sierra.html,https://www.racingsportscars.com/suffix/photo/Ford/Sierra/Cosworth.html
1991,147,Opel Kadett GSi - Opel,29,Class 8,,Closed bodywork,Front-engined,Herbert Kummle (D)/Andrea Kummle (D)/Joachim Meier/Hartmut Bauer (D),NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 29th (19 laps behind the winner)Grid:,29th (19 laps behind the winner)Grid:,finished,NA,NA,19 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
1991,11,Ford Sierra RS Cosworth - Ford,30,Class 1,Engels Renntechnik,-,-,Armin Lorenzen/Heinz Stüber (D)/Michael Hess (D),NA,NA,NA,NA,NA,Ford,Sierra,RS Cosworth,Result: 30th (19 laps behind the winner)Grid:,30th (19 laps behind the winner)Grid:,finished,NA,NA,19 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Sierra.html,https://www.racingsportscars.com/suffix/photo/Ford/Sierra/RS%20Cosworth.html
1991,8,BMW 635 CSi - BMW M30 L6 2v SOHC 3475 cc N/A,31,Class 1,Derichs Rennwagen,Closed bodywork,Front-engined,Michael Ickenstein (D)/Uwe Reich (D)/Michael Neumann (D),NA,NA,NA,NA,NA,BMW,635 CSi,NA,Result: 31st (20 laps behind the winner)Grid:,31st (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/635%20CSi.html,NA
1991,177,Peugeot 205 GTi - Peugeot,32,Class 9,,-,-,Jürgen Sebastian/Klaus Lütkenhues/Jürgen Nett (D)/Hans-Günther Engels (D),NA,NA,NA,NA,NA,Peugeot,205,GTi,Result: 32nd 1st in Class 9 (20 laps behind the winner)Grid:,32nd 1st in Class 9 (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Peugeot.html,https://www.racingsportscars.com/type/photo/Peugeot/205.html,https://www.racingsportscars.com/suffix/photo/Peugeot/205/GTi.html
1991,174,Peugeot 205 GTi - Peugeot,33,Class 9,Vereinigung Süddeutscher Automobilsportler,-,-,Manfred Anspann (D)/Dieter Steinlein (D)/Jürgen Nett (D),NA,NA,NA,NA,NA,Peugeot,205,GTi,Result: 33rd (20 laps behind the winner)Grid:,33rd (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Peugeot.html,https://www.racingsportscars.com/type/photo/Peugeot/205.html,https://www.racingsportscars.com/suffix/photo/Peugeot/205/GTi.html
1991,168,Opel Kadett GSi - Opel,34,Class 8,,Closed bodywork,Front-engined,Hans Jürgen Heinrich/Alois Ofak (D)/Horst Ulrich Schellhaas,NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 34th (20 laps behind the winner)Grid:,34th (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
1991,26,BMW M3 - BMW,35,Class 2,Hamann Motorsport GmbH,Closed bodywork,Front-engined,Richard Hamann (D)/Carl Häcker/Detlef Musewald/Markus Arndt,NA,NA,NA,NA,NA,BMW,M3,NA,Result: 35th (20 laps behind the winner)Grid:,35th (20 laps behind the winner)Grid:,finished,NA,NA,20 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
1991,61,Toyota Corolla (AE86) - Toyota N/A,36,Class 4,Rheydter Club für Motorsport,Closed bodywork,Front-engined,Heinz Willi Nutz/Bernd Over/Hans Simon/Peter Packbier,NA,NA,NA,NA,NA,Toyota,Corolla,(AE86),Result: 36th (21 laps behind the winner)Grid:,36th (21 laps behind the winner)Grid:,finished,NA,NA,21 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Toyota.html,https://www.racingsportscars.com/type/photo/Toyota/Corolla.html,https://www.racingsportscars.com/suffix/photo/Toyota/Corolla/(AE86).html
1991,136,BMW M3 - BMW,37,Class 7,Tele Medien Service GmbH,Closed bodywork,Front-engined,Jürgen Weis (D)/Marc Gindorf (D)/Michael Krankenberg (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 37th (21 laps behind the winner)Grid:,37th (21 laps behind the winner)Grid:,finished,NA,NA,21 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
1991,39,VW Golf GTI - VW,38,Class 3,(D),-,-,Ralf Mockenhaupt/Peter Reuter (D)/Wilfried Neubauer/Jürgen Konrad (D),NA,NA,NA,NA,NA,VW,Golf,GTI,Result: 38th (21 laps behind the winner)Grid:,38th (21 laps behind the winner)Grid:,finished,NA,NA,21 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/GTI.html
1991,33,BMW 325i - BMW,39,Class 2,Unitron Sports,-,-,Uwe Schirrmeister/Bernhard Nethe/Gianni Giudici (I),NA,NA,NA,NA,NA,BMW,325i,NA,Result: 39th (21 laps behind the winner)Grid:,39th (21 laps behind the winner)Grid:,finished,NA,NA,21 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,NA
1991,22,BMW M3 - BMW,40,Class 2,Rheydter Club für Motorsport,Closed bodywork,Front-engined,Walter Prüser (D)/Rolf Jansen/Friedhelm Coenen (D),NA,NA,NA,NA,NA,BMW,M3,NA,Result: 40th (21 laps behind the winner)Grid:,40th (21 laps behind the winner)Grid:,finished,NA,NA,21 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,NA
1991,93,Citroën AX Sport - Citroën,41,Class 5,,-,-,Konrad Bungart/Berthold Bassfeld/Herbert Morent/Dirk Obermann (D),NA,NA,NA,NA,NA,Citroën,AX,Sport,Result: 41st 1st in Class 5 (22 laps behind the winner)Grid:,41st 1st in Class 5 (22 laps behind the winner)Grid:,finished,NA,NA,22 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Citro%c3%abn.html,https://www.racingsportscars.com/type/photo/Citro%c3%abn/AX.html,https://www.racingsportscars.com/suffix/photo/Citro%c3%abn/AX/Sport.html
1991,70,Honda Civic - Honda,42,Class 4,,-,-,Jürgen Möhle (D)/Friedhelm Tang/Gerry Brown,NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 42nd (22 laps behind the winner)Grid:,42nd (22 laps behind the winner)Grid:,finished,NA,NA,22 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
1991,99,Suzuki Swift GTi - Suzuki,43,Class 5,AC Monheim,-,-,Hermann Molitor (D)/Jürgen Wirtgen (D)/Martin Tschornia (D)/Robert Göpfert,NA,NA,NA,NA,NA,Suzuki,Swift,GTi,Result: 43rd (22 laps behind the winner)Grid:,43rd (22 laps behind the winner)Grid:,finished,NA,NA,22 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Suzuki.html,https://www.racingsportscars.com/type/photo/Suzuki/Swift.html,https://www.racingsportscars.com/suffix/photo/Suzuki/Swift/GTi.html
1991,163,Opel Kadett GSi - Opel,44,Class 8,Scuderia Starnberger See,Closed bodywork,Front-engined,Gerd Lambert/Jakob Straßer (D)/Dieter Kuppi (D),NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 44th (22 laps behind the winner)Grid:,44th (22 laps behind the winner)Grid:,finished,NA,NA,22 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
1991,176,Honda Civic - Honda,46,Class 9,Seikel Motorsport,-,-,Jörg Kerwarth/Eric Duhamel (F)/Manfred Herbrüggen,NA,NA,NA,NA,NA,Honda,Civic,NA,Result: 46th (23 laps behind the winner)Grid:,46th (23 laps behind the winner)Grid:,finished,NA,NA,23 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,NA
1991,164,Opel Kadett GSi - Opel,47,Class 8,PSV Remscheid,Closed bodywork,Front-engined,Meinhard Rittmeier/Bernd Viebranz (D)/Axel Kaczmarek (D)/Günter Classen,NA,NA,NA,NA,NA,Opel,Kadett,GSi,Result: 47th (23 laps behind the winner)Grid:,47th (23 laps behind the winner)Grid:,finished,NA,NA,23 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/NA,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/GSi.html
